"73","4","11","3.5","Not bad. Worth reading if you have the time.","2025-03-05 22:54:06"
"74","6","12","5.0","Amazing story with great pacing. Each chapter leaves you wanting more.","2025-01-30 22:54:06"
"75","3","12","5.0","This exceeded all my expectations. Genuinely brilliant.","2025-02-02 22:54:06"
"76","1","12","5.0","Amazing story with great pacing. Each chapter leaves you wanting more.","2024-09-11 22:54:06"
"77","2","12","4.5","Beautiful artwork and a compelling story. A must read.","2024-12-31 22:54:06"
"78","9","12","5.0","Cannot put this down. The plot twists are insane!","2025-06-11 22:54:06"
"79","4","12","5.0","The author knows how to keep readers hooked. Love it!","2026-02-09 22:54:06"
"80","12","12","5.0","This exceeded all my expectations. Genuinely brilliant.","2025-04-02 22:54:06"
"81","5","13","4.0","One of the best I have read in a long time. Highly recommend!","2025-08-16 22:54:06"
"82","7","13","5.0","Beautiful artwork and a compelling story. A must read.","2025-04-01 22:54:06"
"83","12","13","4.5","Beautiful artwork and a compelling story. A must read.","2024-08-27 22:54:06"
"84","8","13","4.0","One of the best I have read in a long time. Highly recommend!","2025-05-02 22:54:06"
"85","2","13","2.0","Not really my type but I can see why others enjoy it.","2024-06-24 22:54:06"
"86","4","13","3.0","Not bad. Worth reading if you have the time.","2025-07-14 22:54:06"
"87","11","14","4.5","This exceeded all my expectations. Genuinely brilliant.","2024-10-15 22:54:06"
"88","10","14","3.5","Interesting premise but execution could be better in some arcs.","2025-06-26 22:54:06"
"89","6","14","3.0","Started strong but felt a bit repetitive in the middle.","2024-05-09 22:54:06"
"90","7","14","3.5","Enjoyable enough. I will keep reading to see where it goes.","2024-11-30 22:54:06"
"91","4","14","4.0","The character development is incredible. Can not stop reading.","2024-06-13 22:54:06"
"92","5","14","5.0","The author knows how to keep readers hooked. Love it!","2025-03-23 22:54:06"
"93","9","14","5.0","Every chapter is better than the last. Addictive read.","2025-07-30 22:54:06"
"94","6","15","4.5","Amazing story with great pacing. Each chapter leaves you wanting more.","2026-02-19 22:54:06"
"95","5","15","3.0","Interesting premise but execution could be better in some arcs.","2025-03-30 22:54:06"
"96","8","15","2.0","The pacing feels off and some plot points are confusing.","2025-06-09 22:54:06"
"97","12","15","5.0","Beautiful artwork and a compelling story. A must read.","2025-08-03 22:54:06"
"98","1","15","5.0","Every chapter is better than the last. Addictive read.","2025-01-28 22:54:06"
"99","9","15","5.0","The character development is incredible. Can not stop reading.","2025-07-15 22:54:06"
"100","8","16","5.0","This exceeded all my expectations. Genuinely brilliant.","2026-04-06 22:54:06"
"101","11","16","4.0","The world-building here is on another level. Truly impressive.","2025-04-16 22:54:06"
"102","6","16","4.5","Beautiful artwork and a compelling story. A must read.","2026-02-03 22:54:06"
"103","12","16","3.0","Good art but the story feels a bit generic at times.","2025-12-23 22:54:06"
"104","9","16","4.5","The author knows how to keep readers hooked. Love it!","2025-11-03 22:54:06"
"105","7","17","5.0","Beautiful artwork and a compelling story. A must read.","2024-07-25 22:54:06"
"106","5","17","4.5","The world-building here is on another level. Truly impressive.","2025-09-18 22:54:06"
"107","8","17","2.0","Art is nice but the writing feels rushed in later chapters.","2025-06-08 22:54:06"
"108","6","17","4.5","The world-building here is on another level. Truly impressive.","2025-08-12 22:54:06"
"109","11","17","3.5","Good art but the story feels a bit generic at times.","2024-09-24 22:54:06"
"110","4","17","3.5","Solid series overall. Nothing groundbreaking but entertaining.","2025-01-12 22:54:06"
"111","2","18","4.5","The world-building here is on another level. Truly impressive.","2025-10-26 22:54:06"
"112","8","18","5.0","Cannot put this down. The plot twists are insane!","2024-09-06 22:54:06"
"113","12","18","5.0","Absolutely loved this one! The art style is stunning.","2026-02-25 22:54:06"
"114","5","18","4.5","One of the best I have read in a long time. Highly recommend!","2024-09-16 22:54:06"
"115","1","18","4.0","Cannot put this down. The plot twists are insane!","2024-05-11 22:54:06"
"116","3","18","5.0","Amazing story with great pacing. Each chapter leaves you wanting more.","2026-03-17 22:54:06"
"117","6","19","4.5","The character development is incredible. Can not stop reading.","2024-10-24 22:54:06"
"118","1","19","3.5","The art is great but the story takes a while to pick up.","2025-09-13 22:54:06"
"119","7","19","2.5","Art is nice but the writing feels rushed in later chapters.","2024-05-14 22:54:06"
"120","12","19","5.0","This exceeded all my expectations. Genuinely brilliant.","2024-09-15 22:54:06"
"121","11","19","4.0","Amazing story with great pacing. Each chapter leaves you wanting more.","2026-04-22 22:54:06"
"122","3","19","5.0","Every chapter is better than the last. Addictive read.","2024-05-18 22:54:06"
"123","2","19","4.0","This exceeded all my expectations. Genuinely brilliant.","2024-09-06 22:54:06"
"124","4","20","3.5","Pretty decent read. Some chapters are slow but overall enjoyable.","2024-10-01 22:54:06"
"125","12","20","3.0","Has its moments. Fans of the genre will likely enjoy it.","2024-11-21 22:54:06"
"126","7","20","4.5","The character development is incredible. Can not stop reading.","2025-09-26 22:54:06"
"127","10","20","3.5","Good art but the story feels a bit generic at times.","2025-12-27 22:54:06"
"128","9","20","2.0","The pacing feels off and some plot points are confusing.","2026-04-04 22:54:06"
"129","11","21","4.5","The character development is incredible. Can not stop reading.","2024-09-30 22:54:06"
"130","7","21","3.0","Started strong but felt a bit repetitive in the middle.","2025-03-09 22:54:06"
"131","12","21","5.0","The character development is incredible. Can not stop reading.","2025-04-27 22:54:06"
"132","6","21","5.0","Beautiful artwork and a compelling story. A must read.","2024-12-04 22:54:06"
"133","5","21","4.0","Beautiful artwork and a compelling story. A must read.","2024-08-16 22:54:06"
"134","3","21","4.5","Every chapter is better than the last. Addictive read.","2024-08-20 22:54:06"
"135","4","21","4.5","Every chapter is better than the last. Addictive read.","2025-03-11 22:54:06"
"136","1","21","5.0","The world-building here is on another level. Truly impressive.","2025-12-26 22:54:06"
"137","9","22","5.0","This exceeded all my expectations. Genuinely brilliant.","2025-07-12 22:54:06"
"138","10","22","5.0","Cannot put this down. The plot twists are insane!","2025-06-05 22:54:06"
"139","5","22","5.0","Beautiful artwork and a compelling story. A must read.","2024-08-25 22:54:06"
"140","6","22","4.5","The world-building here is on another level. Truly impressive.","2025-10-03 22:54:06"
"141","1","22","2.5","Had higher expectations. The story did not deliver for me.","2025-09-27 22:54:06"
"142","7","23","4.5","Beautiful artwork and a compelling story. A must read.","2025-10-04 22:54:06"
"143","6","23","4.0","The character development is incredible. Can not stop reading.","2024-12-03 22:54:06"
"144","9","23","5.0","This exceeded all my expectations. Genuinely brilliant.","2026-02-19 22:54:06"
"145","10","23","4.5","Amazing story with great pacing. Each chapter leaves you wanting more.","2026-01-02 22:54:06"
"146","8","23","4.5","Every chapter is better than the last. Addictive read.","2024-05-26 22:54:06"
"147","6","24","5.0","The world-building here is on another level. Truly impressive.","2025-04-30 22:54:06"
"148","7","24","4.5","The world-building here is on another level. Truly impressive.","2025-08-09 22:54:07"
"149","3","24","4.5","This exceeded all my expectations. Genuinely brilliant.","2024-07-05 22:54:07"
"150","1","24","3.0","Not bad. Worth reading if you have the time.","2024-06-16 22:54:07"
"151","10","24","4.0","Beautiful artwork and a compelling story. A must read.","2025-08-20 22:54:07"
"152","4","24","4.5","Absolutely loved this one! The art style is stunning.","2024-10-21 22:54:07"
"153","2","24","4.0","The world-building here is on another level. Truly impressive.","2026-03-16 22:54:07"
"154","10","25","4.5","One of the best I have read in a long time. Highly recommend!","2026-03-30 22:54:07"
"155","1","25","4.0","Every chapter is better than the last. Addictive read.","2025-03-01 22:54:07"
"156","8","25","3.0","Not bad. Worth reading if you have the time.","2025-01-14 22:54:07"
"157","3","25","2.5","Art is nice but the writing feels rushed in later chapters.","2025-02-25 22:54:07"
"158","5","25","5.0","The author knows how to keep readers hooked. Love it!","2026-02-02 22:54:07"
"159","2","26","4.0","The world-building here is on another level. Truly impressive.","2026-02-04 22:54:07"
"160","7","26","5.0","The character development is incredible. Can not stop reading.","2025-11-26 22:54:07"
"161","6","26","5.0","The author knows how to keep readers hooked. Love it!","2024-06-23 22:54:07"
"162","10","26","4.5","Every chapter is better than the last. Addictive read.","2025-04-22 22:54:07"
"163","12","26","2.5","Lost interest around the middle. Might not be for everyone.","2026-02-11 22:54:07"
"164","9","26","4.0","The author knows how to keep readers hooked. Love it!","2025-04-21 22:54:07"
"165","9","27","3.5","Not bad. Worth reading if you have the time.","2025-04-09 22:54:07"
"166","10","27","2.5","Art is nice but the writing feels rushed in later chapters.","2024-06-18 22:54:07"
"167","5","27","4.5","The character development is incredible. Can not stop reading.","2026-04-28 22:54:07"
"168","12","27","2.5","Not really my type but I can see why others enjoy it.","2025-10-26 22:54:07"
"169","3","27","4.0","The character development is incredible. Can not stop reading.","2025-04-07 22:54:07"
"170","4","28","4.5","Absolutely loved this one! The art style is stunning.","2024-08-26 22:54:07"
"171","7","28","5.0","One of the best I have read in a long time. Highly recommend!","2025-04-10 22:54:07"
"172","12","28","5.0","Absolutely loved this one! The art style is stunning.","2025-03-31 22:54:07"
"173","9","28","5.0","One of the best I have read in a long time. Highly recommend!","2024-06-03 22:54:07"
"174","2","28","5.0","Every chapter is better than the last. Addictive read.","2024-06-04 22:54:07"
"175","3","28","5.0","The world-building here is on another level. Truly impressive.","2026-02-20 22:54:07"
"176","5","29","5.0","Every chapter is better than the last. Addictive read.","2024-05-13 22:54:07"
"177","3","29","4.5","One of the best I have read in a long time. Highly recommend!","2025-02-27 22:54:07"
"178","10","29","5.0","Cannot put this down. The plot twists are insane!","2025-07-20 22:54:07"
"179","4","29","3.5","Good art but the story feels a bit generic at times.","2024-09-16 22:54:07"
"180","6","29","4.5","Cannot put this down. The plot twists are insane!","2024-06-22 22:54:07"
"181","2","29","4.5","This exceeded all my expectations. Genuinely brilliant.","2026-02-19 22:54:07"
"182","11","29","3.0","Good art but the story feels a bit generic at times.","2025-04-22 22:54:07"
"183","3","30","5.0","Beautiful artwork and a compelling story. A must read.","2024-05-10 22:54:07"
"184","4","30","5.0","Absolutely loved this one! The art style is stunning.","2025-05-08 22:54:07"
"185","1","30","5.0","One of the best I have read in a long time. Highly recommend!","2026-01-12 22:54:07"
"186","2","30","4.0","Amazing story with great pacing. Each chapter leaves you wanting more.","2025-12-26 22:54:07"
"187","10","30","4.0","Amazing story with great pacing. Each chapter leaves you wanting more.","2025-07-15 22:54:07"
"188","9","31","4.0","The character development is incredible. Can not stop reading.","2024-06-01 22:54:07"
"189","8","31","5.0","Absolutely loved this one! The art style is stunning.","2024-10-13 22:54:07"
"190","6","31","4.0","The character development is incredible. Can not stop reading.","2026-03-15 22:54:07"
"191","12","31","5.0","The world-building here is on another level. Truly impressive.","2025-02-26 22:54:07"
"192","7","31","4.5","The character development is incredible. Can not stop reading.","2025-01-10 22:54:07"
"193","3","31","5.0","Amazing story with great pacing. Each chapter leaves you wanting more.","2025-06-06 22:54:07"
"194","6","32","3.5","The art is great but the story takes a while to pick up.","2024-05-29 22:54:07"
"195","7","32","4.0","The character development is incredible. Can not stop reading.","2026-04-19 22:54:07"
"196","12","32","3.5","Good art but the story feels a bit generic at times.","2026-01-08 22:54:07"
"197","2","32","3.5","Started strong but felt a bit repetitive in the middle.","2025-10-30 22:54:07"
"198","10","32","5.0","Absolutely loved this one! The art style is stunning.","2025-08-30 22:54:07"
"199","3","32","3.5","Decent series. The side characters could use more development.","2026-04-02 22:54:07"
"200","4","33","3.5","The art is great but the story takes a while to pick up.","2025-04-17 22:54:07"
"201","8","33","4.5","The world-building here is on another level. Truly impressive.","2025-10-09 22:54:07"
"202","6","33","4.5","Beautiful artwork and a compelling story. A must read.","2025-06-09 22:54:07"
"203","2","33","4.5","Cannot put this down. The plot twists are insane!","2025-10-14 22:54:07"
"204","10","33","4.5","Cannot put this down. The plot twists are insane!","2025-05-14 22:54:07"
"205","10","34","5.0","The character development is incredible. Can not stop reading.","2025-05-15 22:54:07"
"206","9","34","4.5","Amazing story with great pacing. Each chapter leaves you wanting more.","2026-03-04 22:54:07"
"207","5","34","4.5","This exceeded all my expectations. Genuinely brilliant.","2025-05-28 22:54:07"
"208","8","34","4.0","The world-building here is on another level. Truly impressive.","2025-07-22 22:54:07"
"209","6","34","4.0","The author knows how to keep readers hooked. Love it!","2026-03-15 22:54:07"
"210","3","34","5.0","Cannot put this down. The plot twists are insane!","2026-04-12 22:54:07"
"211","12","34","3.5","Not bad. Worth reading if you have the time.","2025-12-23 22:54:07"
"212","11","34","4.5","This exceeded all my expectations. Genuinely brilliant.","2025-06-09 22:54:07"
"213","1","35","3.5","Decent series. The side characters could use more development.","2025-09-21 22:54:07"
"214","12","35","4.5","One of the best I have read in a long time. Highly recommend!","2025-03-06 22:54:07"
"215","4","35","2.5","Had higher expectations. The story did not deliver for me.","2026-02-27 22:54:07"
"216","6","35","4.5","Cannot put this down. The plot twists are insane!","2025-03-01 22:54:07"
"217","10","35","3.0","Enjoyable enough. I will keep reading to see where it goes.","2024-07-30 22:54:07"
"218","7","35","5.0","The character development is incredible. Can not stop reading.","2024-05-11 22:54:07"
"219","8","35","3.5","Not bad. Worth reading if you have the time.","2025-03-07 22:54:07"
"220","1","36","4.5","Absolutely loved this one! The art style is stunning.","2025-08-28 22:54:07"
"221","4","36","4.5","The world-building here is on another level. Truly impressive.","2025-05-10 22:54:07"
"222","7","36","5.0","Absolutely loved this one! The art style is stunning.","2025-04-29 22:54:07"
"223","3","36","5.0","Every chapter is better than the last. Addictive read.","2026-01-12 22:54:07"
"224","2","36","3.0","Solid series overall. Nothing groundbreaking but entertaining.","2025-07-03 22:54:07"
"225","9","50","4.5","Beautiful artwork and a compelling story. A must read.","2024-05-28 22:54:07"
"226","10","50","4.0","Cannot put this down. The plot twists are insane!","2024-12-13 22:54:07"
"227","6","50","3.5","Started strong but felt a bit repetitive in the middle.","2025-03-01 22:54:07"
"228","5","50","5.0","Every chapter is better than the last. Addictive read.","2024-10-29 22:54:07"
"229","3","50","4.0","Absolutely loved this one! The art style is stunning.","2025-12-30 22:54:07"
"230","2","37","4.0","This exceeded all my expectations. Genuinely brilliant.","2025-02-02 22:54:07"
"231","5","37","4.5","One of the best I have read in a long time. Highly recommend!","2025-09-02 22:54:07"
"232","3","37","2.5","Lost interest around the middle. Might not be for everyone.","2025-03-23 22:54:07"
"233","6","37","3.5","Not bad. Worth reading if you have the time.","2025-07-06 22:54:07"
"234","10","37","5.0","One of the best I have read in a long time. Highly recommend!","2024-09-03 22:54:07"
"235","8","37","4.0","Beautiful artwork and a compelling story. A must read.","2024-09-30 22:54:07"
"236","5","38","4.5","The author knows how to keep readers hooked. Love it!","2026-01-11 22:54:07"
"237","9","38","3.0","Has its moments. Fans of the genre will likely enjoy it.","2025-01-07 22:54:07"
"238","3","38","5.0","Every chapter is better than the last. Addictive read.","2025-01-14 22:54:07"
"239","10","38","4.0","The world-building here is on another level. Truly impressive.","2025-08-05 22:54:07"
"240","11","38","5.0","Amazing story with great pacing. Each chapter leaves you wanting more.","2024-12-07 22:54:07"
"241","6","38","4.0","Absolutely loved this one! The art style is stunning.","2024-05-27 22:54:07"
"242","7","38","5.0","Cannot put this down. The plot twists are insane!","2026-01-03 22:54:07"
"243","12","38","4.0","Every chapter is better than the last. Addictive read.","2025-07-06 22:54:07"
"244","9","39","4.5","Absolutely loved this one! The art style is stunning.","2025-03-08 22:54:07"
"245","11","39","4.5","Every chapter is better than the last. Addictive read.","2026-03-07 22:54:07"
"246","2","39","4.0","The author knows how to keep readers hooked. Love it!","2025-04-14 22:54:07"
"247","1","39","5.0","The world-building here is on another level. Truly impressive.","2026-04-03 22:54:07"
"248","4","39","2.5","Had higher expectations. The story did not deliver for me.","2024-06-07 22:54:07"
"249","5","40","4.0","Cannot put this down. The plot twists are insane!","2024-06-15 22:54:07"
"250","6","40","4.5","Beautiful artwork and a compelling story. A must read.","2025-06-16 22:54:07"
"251","12","40","3.5","Not bad. Worth reading if you have the time.","2025-07-16 22:54:07"
"252","3","40","4.5","The author knows how to keep readers hooked. Love it!","2025-02-02 22:54:07"
"253","8","40","4.5","Cannot put this down. The plot twists are insane!","2025-01-14 22:54:07"
"254","2","40","2.5","Had higher expectations. The story did not deliver for me.","2025-10-05 22:54:07"
"255","9","40","3.0","Decent series. The side characters could use more development.","2024-07-09 22:54:07"
"256","7","40","5.0","Absolutely loved this one! The art style is stunning.","2026-03-31 22:54:07"
"257","11","41","5.0","The author knows how to keep readers hooked. Love it!","2024-05-20 22:54:07"
"258","9","41","4.5","One of the best I have read in a long time. Highly recommend!","2026-03-12 22:54:07"
"259","12","41","4.5","The character development is incredible. Can not stop reading.","2025-08-05 22:54:07"
"260","8","41","5.0","Absolutely loved this one! The art style is stunning.","2025-03-17 22:54:07"
"261","10","41","4.5","The world-building here is on another level. Truly impressive.","2024-10-29 22:54:07"
"262","1","41","4.5","Every chapter is better than the last. Addictive read.","2025-06-19 22:54:07"
"263","11","42","3.0","Decent series. The side characters could use more development.","2024-08-11 22:54:07"
"264","12","42","4.0","One of the best I have read in a long time. Highly recommend!","2026-02-28 22:54:07"
"265","4","42","3.0","Interesting premise but execution could be better in some arcs.","2026-01-04 22:54:07"
"266","6","42","3.5","Started strong but felt a bit repetitive in the middle.","2024-07-08 22:54:07"
"267","3","42","3.5","Has its moments. Fans of the genre will likely enjoy it.","2025-06-15 22:54:07"
"268","8","42","4.0","Absolutely loved this one! The art style is stunning.","2026-03-24 22:54:07"
"269","7","42","4.0","This exceeded all my expectations. Genuinely brilliant.","2024-09-27 22:54:07"
"270","1","42","4.5","One of the best I have read in a long time. Highly recommend!","2024-09-17 22:54:07"
"271","9","43","3.0","Started strong but felt a bit repetitive in the middle.","2025-05-11 22:54:07"
"272","12","43","4.0","Absolutely loved this one! The art style is stunning.","2024-12-22 22:54:07"
"273","10","43","5.0","Absolutely loved this one! The art style is stunning.","2024-09-07 22:54:07"
"274","4","43","4.5","The character development is incredible. Can not stop reading.","2025-05-22 22:54:07"
"275","2","43","5.0","Every chapter is better than the last. Addictive read.","2024-06-18 22:54:07"
"276","5","43","3.5","Interesting premise but execution could be better in some arcs.","2025-07-29 22:54:07"
"277","3","43","4.0","The author knows how to keep readers hooked. Love it!","2025-12-26 22:54:07"
"278","6","43","4.5","The character development is incredible. Can not stop reading.","2026-02-26 22:54:07"
"279","9","44","3.5","Pretty decent read. Some chapters are slow but overall enjoyable.","2026-01-31 22:54:07"
"280","12","44","3.5","Pretty decent read. Some chapters are slow but overall enjoyable.","2025-02-24 22:54:07"
"281","1","44","4.0","Every chapter is better than the last. Addictive read.","2024-10-06 22:54:07"
"282","2","44","3.0","Pretty decent read. Some chapters are slow but overall enjoyable.","2025-07-23 22:54:07"
"283","11","44","5.0","Beautiful artwork and a compelling story. A must read.","2024-10-11 22:54:07"
"284","3","44","5.0","The world-building here is on another level. Truly impressive.","2026-02-25 22:54:07"
"285","10","44","4.0","Absolutely loved this one! The art style is stunning.","2026-01-16 22:54:07"
"286","12","45","5.0","Beautiful artwork and a compelling story. A must read.","2025-04-01 22:54:07"
"287","7","45","5.0","Beautiful artwork and a compelling story. A must read.","2026-01-25 22:54:07"
"288","11","45","4.0","Beautiful artwork and a compelling story. A must read.","2025-04-25 22:54:07"
"289","1","45","3.5","Enjoyable enough. I will keep reading to see where it goes.","2025-11-04 22:54:07"
"290","2","45","3.5","Solid series overall. Nothing groundbreaking but entertaining.","2026-03-26 22:54:07"
"291","10","45","4.5","The character development is incredible. Can not stop reading.","2025-10-08 22:54:07"
"292","3","45","4.5","The character development is incredible. Can not stop reading.","2024-10-31 22:54:07"
"293","7","46","3.0","Interesting premise but execution could be better in some arcs.","2025-02-23 22:54:07"
"294","1","46","5.0","The world-building here is on another level. Truly impressive.","2025-02-10 22:54:07"
"295","12","46","5.0","The character development is incredible. Can not stop reading.","2025-08-19 22:54:07"
"296","5","46","4.0","One of the best I have read in a long time. Highly recommend!","2024-09-13 22:54:07"
"297","9","46","5.0","The author knows how to keep readers hooked. Love it!","2024-10-29 22:54:07"
"298","10","47","3.5","Decent series. The side characters could use more development.","2026-01-25 22:54:07"
"299","12","47","4.0","Every chapter is better than the last. Addictive read.","2025-11-08 22:54:07"
"300","2","47","4.0","Absolutely loved this one! The art style is stunning.","2025-07-04 22:54:07"
"301","8","47","3.0","The art is great but the story takes a while to pick up.","2025-08-07 22:54:07"
"302","3","47","2.0","Had higher expectations. The story did not deliver for me.","2026-01-22 22:54:07"
"303","9","47","4.0","The character development is incredible. Can not stop reading.","2024-09-20 22:54:07"
"304","6","47","3.5","Interesting premise but execution could be better in some arcs.","2025-09-23 22:54:07"
"305","11","47","5.0","The world-building here is on another level. Truly impressive.","2024-06-04 22:54:07"
"306","8","48","3.0","Has its moments. Fans of the genre will likely enjoy it.","2025-07-09 22:54:07"
"307","11","48","4.5","Amazing story with great pacing. Each chapter leaves you wanting more.","2024-12-10 22:54:07"
"308","9","48","4.0","The world-building here is on another level. Truly impressive.","2024-06-15 22:54:07"
"309","6","48","4.5","Beautiful artwork and a compelling story. A must read.","2025-01-24 22:54:07"
"310","7","48","5.0","Absolutely loved this one! The art style is stunning.","2025-03-03 22:54:07"
"311","1","48","4.5","Every chapter is better than the last. Addictive read.","2024-10-06 22:54:07"
"312","1","49","3.0","Not bad. Worth reading if you have the time.","2024-08-15 22:54:07"
"313","11","49","4.5","Amazing story with great pacing. Each chapter leaves you wanting more.","2025-10-31 22:54:07"
